stl1f6_33	mFtl2f7_53	mFtl2f8_93	s3gf3_56	mFgtl2f6_45	mF3gtl2f6_45	mF2gtl2f6_45	s3gf2_15	stl3f4_16	mFtl2f7_93	stl1f6_2	mFtl3f7_39	stl1f5_1	mF3gtl3f8_58	mF3gf3_46	mF2gf4_218	mFtl3f8_78	mFgtl3f8_58	mFtl2f6_27	mF3gtl2f8_201	stl3f5_31	stl1f7_95	mF3gtl3f6_52	mF2gtl3f6_52	stl1f8_223	mFtl1f8_251	mFgf4_115	mF2gtl3f8_58	mF2gf4_17	mFgtl2f8_201	sgf3_3	s3gf3_39	sgtl3f6_60	mFgtl3f6_52	stl3f4_11	mF2gtl2f8_201	s2gtl3f6_60	mF2gtl2f8_114	mF3gf3_85	stl3f7_124	stl1f6_48	mFgtl2f8_114	s3gf3_127	mF3gf4_220	s3gtl3f6_60	mF3gf4_30	mF3gf4_209	mFgtl2f8_89	stl1f6_31	labels
0.0120481927711	0.00801282051282	0.00642054574639	0.0120481927711	0.0160256410256	0.016077170418	0.016051364366	0.047619047619	0.0352941176471	0.0128205128205	0.0120481927711	0.0112179487179	0.0119047619048	0.00161290322581	0.0112	0.0048	0.00642054574639	0.0016077170418	0.0144	0.00322580645161	0.0119047619048	0.0121951219512	0.016077170418	0.016051364366	0	0.00642054574639	0.00798722044728	0.00161030595813	0.0032	0.0032154340836	0.0117647058824	0.0120481927711	0	0.0160256410256	0.0588235294118	0.00322061191626	0	0.0112721417069	0.0224	0	0.0240963855422	0.0112540192926	0.0120481927711	0	0	0.00480769230769	0.00320512820513	0.008038585209	0.0120481927711	-1
0.005	0.00663349917081	0.00830564784053	0.015	0.0248756218905	0.0249584026622	0.0249169435216	0.0696517412935	0.0693069306931	0.016583747927	0.005	0.00331674958541	0.00497512437811	0	0.0215231788079	0.00496688741722	0	0	0.0132450331126	0.00333889816361	0.0497512437811	0.0100502512563	0.0199667221298	0.0199335548173	0.00505050505051	0.00498338870432	0	0	0.00662251655629	0.00332778702163	0.0148514851485	0.005	0.0251256281407	0.0199004975124	0.029702970297	0.00333333333333	0.0252525252525	0.00166666666667	0.00827814569536	0.0251256281407	0.025	0.00166389351082	0.045	0	0.0253807106599	0.00663349917081	0.00497512437811	0.00499168053245	0.015	-1
0	0.00663349917081	0.00830564784053	0.0359281437126	0.0248756218905	0.0249584026622	0.0249169435216	0.0714285714286	0.0355029585799	0.016583747927	0	0.00331674958541	0	0	0.0215231788079	0.00496688741722	0	0	0.0132450331126	0.00333889816361	0.0297619047619	0.0240963855422	0.0199667221298	0.0199335548173	0.0121212121212	0.00498338870432	0	0	0.00662251655629	0.00332778702163	0.0177514792899	0	0.0120481927711	0.0199004975124	0.0414201183432	0.00333333333333	0.0121212121212	0.00166666666667	0.00827814569536	0.0120481927711	0.0299401197605	0.00166389351082	0.0239520958084	0	0.0121951219512	0.00663349917081	0.00497512437811	0.00499168053245	0.0299401197605	-1
0.00961538461538	0.00663349917081	0.00830564784053	0	0.0248756218905	0.0249584026622	0.0249169435216	0.0380952380952	0.0566037735849	0.016583747927	0.00961538461538	0.00331674958541	0.00952380952381	0	0.0215231788079	0.00496688741722	0	0	0.0132450331126	0.00333889816361	0.047619047619	0	0.0199667221298	0.0199335548173	0	0.00498338870432	0	0	0.00662251655629	0.00332778702163	0.0283018867925	0.00961538461538	0.0194174757282	0.0199004975124	0.0188679245283	0.00333333333333	0.0196078431373	0.00166666666667	0.00827814569536	0.00970873786408	0.0192307692308	0.00166389351082	0.0192307692308	0	0.019801980198	0.00663349917081	0.00497512437811	0.00499168053245	0.00961538461538	-1
0.0120481927711	0.00382043935053	0.00478011472275	0.0120481927711	0.0152817574021	0.0153110047847	0.0152963671128	0.047619047619	0.0352941176471	0.00859598853868	0.0120481927711	0.00859598853868	0.0119047619048	0.00287631831256	0.0190839694656	0.00381679389313	0.00478011472275	0.00287081339713	0.00858778625954	0.00287631831256	0.0119047619048	0.0121951219512	0.0172248803828	0.0172084130019	0	0.0057361376673	0.00381315538608	0.00287356321839	0.00763358778626	0.00287081339713	0.0117647058824	0.0120481927711	0	0.0171919770774	0.0588235294118	0.00287356321839	0	0.00574712643678	0.0181297709924	0	0.0240963855422	0.00574162679426	0.0120481927711	0.00477554918816	0	0.00764087870105	0.00477554918816	0.00382775119617	0.0120481927711	-1
0.0120481927711	0.00533333333333	0.00400534045394	0.0120481927711	0.0133333333333	0.0133689839572	0.0133511348465	0.047619047619	0.0352941176471	0.00666666666667	0.0120481927711	0.00666666666667	0.0119047619048	0.00268096514745	0.0106524633822	0.00133155792277	0.00534045393858	0.00267379679144	0.017310252996	0.00402144772118	0.0119047619048	0.0121951219512	0.0200534759358	0.0200267022697	0	0.00534045393858	0.00132978723404	0.00267737617135	0.00266311584554	0.00401069518717	0.0117647058824	0.0120481927711	0	0.02	0.0588235294118	0.00401606425703	0	0.00133868808568	0.0106524633822	0	0.0240963855422	0.00133689839572	0.0120481927711	0.008	0	0.004	0	0.00401069518717	0.0120481927711	-1
0.005	0.00666666666667	0.00500834724541	0.015	0.015	0.0150501672241	0.0150250417362	0.0696517412935	0.0693069306931	0.0116666666667	0.005	0.0116666666667	0.00497512437811	0.00167785234899	0.018302828619	0.00665557404326	0.00667779632721	0.00167224080268	0.00998336106489	0.00335570469799	0.0497512437811	0.0100502512563	0.0100334448161	0.0100166944908	0.00505050505051	0.00834724540902	0.00166112956811	0.00167504187605	0	0.00334448160535	0.0148514851485	0.005	0.0251256281407	0.01	0.029702970297	0.00335008375209	0.0252525252525	0.00167504187605	0.0199667221298	0.0251256281407	0.025	0.00167224080268	0.045	0.00166666666667	0.0253807106599	0.00333333333333	0	0.00334448160535	0.015	-1
0.0352941176471	0.00651041666667	0.0026075619296	0.0117647058824	0.0104166666667	0.0104438642298	0.0104302477184	0.046511627907	0.0229885057471	0.00911458333333	0.0352941176471	0.00651041666667	0.0348837209302	0.00261780104712	0.00780234070221	0	0.00391134289439	0.00261096605744	0.0182054616385	0.00261780104712	0.0116279069767	0	0.0156657963446	0.0156453715776	0	0	0.0012987012987	0.00261437908497	0.00390117035111	0.00261096605744	0.0114942528736	0.0235294117647	0.0119047619048	0.015625	0.0574712643678	0.00261437908497	0.0120481927711	0.00653594771242	0.0299089726918	0.0119047619048	0.0117647058824	0.0065274151436	0.0117647058824	0	0.0121951219512	0.00130208333333	0.00130208333333	0.00261096605744	0	-1
0.012987012987	0.0112994350282	0.00943396226415	0	0.0131826741996	0.0132325141777	0.0132075471698	0.0512820512821	0.0506329113924	0.0112994350282	0.012987012987	0.00564971751412	0.0128205128205	0.00569259962049	0.0206766917293	0.00375939849624	0.00377358490566	0.00567107750473	0.0169172932331	0	0.025641025641	0	0.0132325141777	0.0132075471698	0	0.00188679245283	0.00562851782364	0.00568181818182	0.00187969924812	0	0.0253164556962	0.012987012987	0.0131578947368	0.0131826741996	0.0506329113924	0	0.0133333333333	0.00189393939394	0.0169172932331	0	0	0.00189035916824	0.012987012987	0	0.0135135135135	0.00376647834275	0.00564971751412	0.00945179584121	0.012987012987	-1
0.0352941176471	0.00877192982456	0.00501882057716	0.0117647058824	0.015037593985	0.0150753768844	0.0150564617315	0.046511627907	0.0229885057471	0.0112781954887	0.0352941176471	0.016290726817	0.0348837209302	0.00377833753149	0.0100125156446	0.00625782227785	0.00627352572146	0.00376884422111	0.0137672090113	0.00125944584383	0.0116279069767	0	0.0163316582915	0.0163111668758	0	0.00627352572146	0.00125	0.00377358490566	0.00876095118899	0.00125628140704	0.0114942528736	0.0235294117647	0.0119047619048	0.016290726817	0.0574712643678	0.00125786163522	0.0120481927711	0.00503144654088	0.0125156445557	0.0119047619048	0.0117647058824	0.00502512562814	0.0117647058824	0.00125313283208	0.0121951219512	0	0.00125313283208	0.00376884422111	0	-1
0.0120481927711	0.00694444444444	0.00417246175243	0.0120481927711	0.0111111111111	0.0111420612813	0.0111265646732	0.047619047619	0.0352941176471	0.00833333333333	0.0120481927711	0.00555555555556	0.0119047619048	0.00279329608939	0.00832177531207	0.00554785020804	0.00139082058414	0.00278551532033	0.0124826629681	0.00279329608939	0.0119047619048	0.0121951219512	0.00557103064067	0.00556328233658	0	0.00834492350487	0	0.00278940027894	0.00416088765603	0.00278551532033	0.0117647058824	0.0120481927711	0	0.00555555555556	0.0588235294118	0.00278940027894	0	0.00278940027894	0.0152565880721	0	0.0240963855422	0.00278551532033	0.0120481927711	0.00277777777778	0	0.00416666666667	0.00416666666667	0.00278551532033	0.0120481927711	-1
0.0352941176471	0.00858369098712	0.0050107372942	0.0117647058824	0.0128755364807	0.012893982808	0.0128847530422	0.046511627907	0.0229885057471	0.00929899856938	0.0352941176471	0.0121602288984	0.0348837209302	0.00286944045911	0.0150107219442	0.00214438884918	0.00644237652112	0.00286532951289	0.0192994996426	0.00286944045911	0.0116279069767	0	0.0200573065903	0.0200429491768	0	0.0050107372942	0.00142857142857	0.00286738351254	0.0035739814153	0.00286532951289	0.0114942528736	0.0235294117647	0.0119047619048	0.0200286123033	0.0574712643678	0.00286738351254	0.0120481927711	0.00573476702509	0.0200142959257	0.0119047619048	0.0117647058824	0.00573065902579	0.0117647058824	0.00214592274678	0.0121951219512	0.0035765379113	0.00286123032904	0.00214899713467	0	-1
0.012987012987	0.00411522633745	0.0123711340206	0	0.022633744856	0.0227272727273	0.0226804123711	0.0512820512821	0.0506329113924	0.0164609053498	0.012987012987	0.0123456790123	0.0128205128205	0.00622406639004	0.0082135523614	0.0041067761807	0.00412371134021	0.00619834710744	0.0164271047228	0.00414937759336	0.025641025641	0	0.0144628099174	0.0144329896907	0	0.00412371134021	0	0.00621118012422	0.00616016427105	0.00413223140496	0.0253164556962	0.012987012987	0.0131578947368	0.0144032921811	0.0506329113924	0.00414078674948	0.0133333333333	0.00621118012422	0.0143737166324	0	0	0.00619834710744	0.012987012987	0.00411522633745	0.0135135135135	0.00205761316872	0.00411522633745	0.00826446280992	0.012987012987	-1
0.0352941176471	0.0164609053498	0.00308959835221	0.0117647058824	0.0082304526749	0.00824742268041	0.00823892893924	0.046511627907	0.0229885057471	0.00411522633745	0.0352941176471	0.0082304526749	0.0348837209302	0.00723140495868	0.0215827338129	0.00411099691675	0.00617919670443	0.00721649484536	0.0236382322713	0.00309917355372	0.0116279069767	0	0.00927835051546	0.00926879505664	0	0.00823892893924	0.00308008213552	0.00722394220846	0.00308324768756	0.00309278350515	0.0114942528736	0.0235294117647	0.0119047619048	0.00925925925926	0.0574712643678	0.0030959752322	0.0120481927711	0.0061919504644	0.00924974306269	0.0119047619048	0.0117647058824	0.00618556701031	0.0117647058824	0.00514403292181	0.0121951219512	0.0082304526749	0.00514403292181	0.00309278350515	0	-1
0.0352941176471	0.00599520383693	0.00240096038415	0.0117647058824	0.0119904076739	0.0120192307692	0.0120048019208	0.046511627907	0.0229885057471	0.00599520383693	0.0352941176471	0.00719424460432	0.0348837209302	0.00602409638554	0.00958083832335	0.00479041916168	0	0.00600961538462	0.0131736526946	0	0.0116279069767	0	0.0180288461538	0.0180072028812	0	0.00360144057623	0.0011961722488	0.00601684717208	0.00838323353293	0	0.0114942528736	0.0235294117647	0.0119047619048	0.0179856115108	0.0574712643678	0	0.0120481927711	0.00120336943442	0.0167664670659	0.0119047619048	0.0117647058824	0.00120192307692	0.0117647058824	0.0083932853717	0.0121951219512	0.00239808153477	0.00119904076739	0	0	-1
0.012987012987	0.0084388185654	0.00634249471459	0	0.0189873417722	0.0190677966102	0.0190274841438	0.0512820512821	0.0506329113924	0.0084388185654	0.012987012987	0.00632911392405	0.0128205128205	0.00425531914894	0.00421052631579	0.00421052631579	0.00211416490486	0.00423728813559	0.0147368421053	0.00425531914894	0.025641025641	0	0.010593220339	0.0105708245243	0	0.00211416490486	0.00420168067227	0.00424628450106	0.00842105263158	0.00423728813559	0.0253164556962	0.012987012987	0.0131578947368	0.0105485232068	0.0506329113924	0.00424628450106	0.0133333333333	0	0.0252631578947	0	0	0	0.012987012987	0.00210970464135	0.0135135135135	0.0042194092827	0	0.00423728813559	0.012987012987	-1
